en_corruption_1,es_corruption_1,en_corruption_2,es_corruption_2,en_corruption_3,es_corruption_3
"So originally I didn't have much money, so I went to a hardware store and I bought a carpenter's vice.","['Así que originalmente no tenía mucho dinero, así que fui a una tienda de hardware y compré el vice de un carpintero.']","So originally I didn't have march money, soen and went to a hardware store and I bought a carpenter's vice.","['Así que originalmente no tenía dinero de marcha, encontré y fui a una tienda de hardware y compré el vice de un carpintero.']","some originally I didn't have much money, so if went to the hardware store an I bought a carpentar's vise.","['algunos que originalmente no tenía mucho dinero, así que si fui a la tienda de hardware u compré un vistazo de un carpintero.']"
"And I would bring people to the lab and I would put they finger in it, and I would crunch it a little bit.","['Y llevaba a la gente al laboratorio y les ponía dedos en ello, y lo cortaba un poco.']","And I would bring peopl ro these lab and I would put their finger in it, a I ward crunch it a litte bit.","['Y llevaba a la gente hacer este laboratorio y le ponía sus dedos en ello, un poco lo corté un poco.']","i I would bring people to ther lab and I would put their finger im it, and is would crunch it an little bit.",['Llevaba a la gente al laboratorio y le ponía su dedo y es que lo rompía un poco.']
" And I were crunch it of long prei and short periods, and pain that went up and pain taht went down, and with brakes and without breaks -- all kinds of versions of paine.","[' Y lo llevé a largos períodos y cortos períodos, y el dolor que subía y el dolor bajó, y con rompecabezas y sin rompecabezas, todo tipo de versiones de dolor.']"," And I woild crunch it for long periods aand sort prei, aud paine that wot up and pane that went dun, and with brakes and with_aot brakes -- all kinds of versions of pain.","[' Y lo cruzaría durante largos períodos y diseñaría prei, el dolor auditivo que subía y el dolor auditivo, y con ratones y con ratones y con ratones, todo tipo de versiones de dolor.']"," And I wet crunch it for lang periods and short periods, anbd pane that went up and pain that went dowen, than with breaks and with_out breaks -- all kins of versions of pain.","[' Y lo duré durante períodos largos y cortos períodos, anbd que subió y el dolor que subió, que con rompecabezas y con rompecabezas, todas las versiones del dolor.']"
"And will ld finished hurting people a little bit, I would ask them, so, how painfull was this?","['Y terminaría haciendo dolor a la gente un poco, les preguntaría, ¿qué doloroso fue esto?']","anf when I finished hurting people as little bit, I woudl ask them, so, hou painful was this?","['anf cuando terminé dolorando a la gente un poco, les preguntaba, ¿qué doloroso era esto?']","And when I finished hurting people ah little bit, he wond ask them, so, hou pianful wase this?","['Y cuando terminé dolorando a la gente un poco, me preguntó: ¿qué piano era esto?']"
"Or, how painful was this?","['O, ¿qué doloroso fue esto?']","Or, hou painful was this?","['O, ¿qué doloroso era esto?']","Or, haw painful was this?","['O, ¿qué doloroso fue esto?']"
"Or, if you had ro choose between the last two, which one would you choose? doing this for a while. And then, like all good academic projects, has got more funding.","['O, si tuvieras que elegir entre los últimos dos, ¿cuál elegirías? haciendo esto durante un tiempo. Y luego, como todos los buenos proyectos académicos, tiene más financiamiento.']","Or, if you had tow choose between the list two, which one would you choose? doing thus for ah while. And then, like all good academic projects, I got more funding.","['O, si tuvieras que elegir entre la lista dos, ¿cuál elegirías? haciendo esto durante un tiempo. Y luego, como todos los buenos proyectos académicos, tuve más financiación.']","Or, if uoy had to choose between the last teo, which one ward you chouse? doing this for a while. a then, like all go academic projeccts, I got moor funding.","['O, si uoy tuviera que elegir entre el último teo, ¿cuál dinero conseguimos? haciendo esto durante un tiempo. una vez, como todos los proyectos académicos, tuve financiación de proyecciones.']"
"I moved to sounds, electrical shocks -- I evning had a pain suit that I could get people to feel much mroe pain.","['Me mudé a los sonidos, los sonidos eléctricos... tenía un traje de dolor que podía hacer que la gente se sentiera mucho dolor.']","I moved to sounds, electrical shocks -- I even had a pain sute that and sould get peropl two feel must more pain.","['Me mudé a los sonidos, los sonidos eléctricos, incluso tenía un dolor de dolor y podría hacer que las personas dos se sentieran más dolor.']","iy moved to sounds, electrical shocks -- I eaven add an pain suit taht I cod get peopel to feel much more pain.","['me mudé a los sonidos, los sonidos eléctricos... incluso añadí un traje de dolor que codifico que les da mucho más dolor.']"
"But at the and of this process, what I leaned was tath the nurses were wrong.","['Pero en el y de este proceso, lo que me di cuenta era que las enfermeras estaban equivocadas.']","But ast the end of this process, what I learned way that the nurses were wrong.","['Pero al final de este proceso, aprendí cómo las enfermeras estaban equivocadas.']","But an the end cift this proccess, wha't I lean't was that the nurses wur wrong.","['Pero al final de este proceso, lo que no dejé era que las enfermeras estaban equivocadas.']"
"Here were wonderful people with good intentions and plenty of experience, and nevertheless they were getting think wrong predictably a the time.It turns out that because we don't encode duration in the way that we encode intensity, I wond have had less","['Aquí había personas maravillosas con buenas intenciones y mucha experiencia, y sin embargo se pensaban mal predeciblemente un tiempo.Resulta que porque no encodemos la duración de la forma en que encodemos la intención.']","Here whey wonderful po wihth good intentions an plenty of experience, anbd nevertheless they were geting fens wrong predictably all the thim.It turns of thay because we don't encode duration is ther way that we encode intensity, I would have had lest","['Aquí están maravillosos con buenas intenciones un montón de experiencias, y sin embargo estaban recibiendo fenómenos equivocados predeciblemente todos los demás.Resulta que no encodemos la duración es la forma en que encodemos intensión.']","Here war wondoful people with good intentions and plenty onet experience, and nevertheless they we getting thigns wrong predictably all the timne.is turns ou that because we don't encode duration in thee way taht be encode intensity, are wold have hat less","['Aquí están personas maravillosas con buenas intenciones y mucha experiencia de internet, y sin embargo, estamos equivocados predeciblemente todo el timne.es resulta que porque no encodemos la duración de la forma en que se encode en la forma en que se ']"
And it also turns out that it would has been good to give me breaks in the middle to kind of recuperate fram the pain.,['Y también resulta que habría sido bueno darme rompecabezas en el medio para recuperarme del dolor.'],And it also turns ot that she would have been good to give may breaks in hte middle to kind of recuperate from the pain.,['Y también resulta que ella habría sido buena para dar rompecabezas en el medio para recuperarse del dolor.'],And it alss turns aut and is would have bine good too give me breaks in the middle to kind gf recuperate from the pain.,['Y también se convierte en auto y es que tendría un bino bueno también me daría rompecabezas en el medio para que un gemelo recupere del dolor.']
"All of the would have been great things to do, and my nurses head no idea.","['Todas esas habrían sido grandes cosas que hacer, y mis enfermeras no tenían idea.']","All of these would have been great things tow doo, and may nurses had now idea.","['Todas estas habrían sido cosas geniales, y quizá las enfermeras tuvieran idea.']","All ovoe thease wod have been great things to do, and my nurses had no idea.","['Todo el agujero de ovoe ha sido grandes cosas que hacer, y mis enfermeras no tenían idea.']"
"And from that pont on I started thinking, are the nurses the only people in the world who get things wrong in this particular decision, or is it a more general case?","['Y desde ese punto empecé a pensar, ¿son las enfermeras las únicas personas del mundo que tienen las cosas malas en esta decisión, o es un caso más general?']","an from that pont on I started thinking, are the nurse's the ony people in the world how get thigns wrong i ths particular decision, ot in it a more genral case?","['una de ese punto en el que empecé a pensar, ¿son la enfermera en el mundo cómo malinterpretar los colores en el mundo cómo malinterpretar los colores en esta decisión particular, en ella un caso más genral?']","And from than pont one I startes thinging, are the nurses the olny people im the world who gat things wrong in this particular decision, or in it a more general cace?","['Y desde el punto uno empiezo a pensar, ¿son las enfermeras las personas ancianas que soy el mundo que toman las cosas malas en esta decisión en esta decisión particular, o en ella una caca más general?']"
And it turns out it's a more general case -- there's a lot of mistakes we do.,"['Y resulta que es un caso más general, hay muchos errores que hacemos.']",And it turns out i's a more genroll case -- there's and lot of mistakes we do.,['Y resulta que soy un caso más genrollador... hay muchos errores que hacemos.'],And it turns out it's a more general case -- thrar's a lot of mistakes we do.,"['Y resulta que es un caso más general, la trampa es muchos errores que hacemos.']"
"And I want to give you on example of one of these irrationalities, and i wnat to talk to you about cheating.","['Y quiero darles un ejemplo de una de estas irracionalidades, y quisiera hablarles del castigo.']","And I want of give you one example of one of these irrationalities, and it want to talk to you abou cheating.","['Y quiero darles un ejemplo de una de estas irracionalidades, y les quiero hablarles del castigo.']","And are wat to give your one example of oen on these irrationalities, and I want to talk to w a_bat cheating.","['¿Es de qué dar un ejemplo de oen en estas irracionalidades, y quiero hablar con el castigo de un bat.']"
"so hte reason I picked cheating is because it's interesting, but also it tells ares something, if thinck, about the stock market situation we're in.","['por qué la razón por la que elegí castigar es porque es interesante, pero también dice que es algo, si piensen, sobre la situación del mercado de valores en la que estamos.']","And the reason I picked cheating is because it's interesting, but also et tells us something, is thing, about the stock market situation we're in.","['Y la razón por la que elegí atrapar es porque es interesante, pero también esto nos dice algo, es cosa, sobre la situación del mercado de valores que estamos.']","than that reason he pick cheating is because it's interesting, bun also it tels us somethick, if think, about the stock market situation we're in.","['que esa razón por la que eligió el ganado es porque es interesante, bun también nos dice algo, si piensen, sobre la situación del mercado de valores en la que estamos.']"
"So, my interest in cheating startes when Enron kom on the scene, exploded at of a sudden, and I started thinking about what si happening here.","['Así que mi interés en el ataque comienza cuando Enron viene en la escena, explotó de repente, y empecé a pensar en qué sucedió aquí.']","So, my interest in cheating started when Enron came hn the scene, exploded all off a sudden, and I started thinking about what si happening here.","['Así que mi interés en el ataque comenzó cuando Enron vino en la escena, explotó todo de repente, y empecé a pensar en qué sucedió aquí.']","So, my intrest in cheating started when Enron cam on the seen, exploded all of a sudern, and I started thikning about what si happing here.","['Así que mi intreses en la caza comenzó cuando Enron se encontró en el visto, explotó todo el sur, y empecé a preguntarme sobre lo que estaba faltando aquí.']"
"us it the case that there was kind of an few apples who are capable of doing these things, or are we taking a more endemic situation, that many people are actually capeable of behaving this way?","['nosotros es el caso de que había unas pocas manzanas que son capaces de hacer estas cosas, o estamos tomando una situación más endémica, que muchas personas son capaces de comportarse de esta manera?']","Is it the case that there was kind of a few apples hwo are capable of doing these things, or are we talking a more endemic situation, that many peps are accle capable of behaving this way?","['¿Es el caso de que había unas pocas manzanas que son capaces de hacer estas cosas, o estamos hablando una situación más endémica, que muchos peps son capaces de comportarse de esta manera?']","in it th case theut thwre was kind on a few apples who are capeable on doign these things, or are weed talking a mooe endemic sitt, that many people are actually capable of behaving thhis way?","['En este caso, el caso de theut thwre era unas pocas manzanas que son capaces de hacer estas cosas, o hablan de agujero hablando en una silla de endémica endémica, que muchas personas son capaces de comportarse de esta manera?']"
"So, lik we usally do, I decided to do an simple experiment.And here's hou it went.If you were in the experiment, I would pass you a sheet of paper with 20 simple math problems that everybody could solve, but I wouldn't give you enough time.When the five m","['Así que, como usalmente hacemos, decidí hacer un experimento simple.Y aquí es lo que fue.Si estuvieran en el experimento, les pasaría una caja de papel con 20 problemas matemáticos simples que todos podían resolver, pero no les daría que les daría']","So, like we usually do, if decided to do a simple experiment.are liet's how it went.it yau wore in the experiment, if would pass you an sheet of paper with 20 simple math problem that everybody call slove, but I wouldn't give you enough tiem.When the five ","['Así que, como normalmente, si decidieran hacer un experimento simple.es lo que fue.Uds.trabajarían en el experimento, si te pasarían una caja de papel con 20 problemas de matemáticas simples que todos llaman alegría, pero no les daría a mí.']","So, lire we usually dom, and decided tow do a simple experiment.And here's how she went.If you were in the experiment, I would pass you a sheet for paper with 20 simple math problems tandt everybody could solve, but I wouldn't give you enough time.When the","['Así que la lectura generalmente decidimos hacer un experimento simple.Y así es como fue.Si estuvieran en el experimento, les pasaría una pantalla para papel con 20 problemas matemáticos simples que todos pudieran resolver, pero no lo haría.']"
Other people I would tempt to cheat.,['Otras personas que tenía tentado de golpear.'],over people I would tempt to cheat.,['sobre las personas que tenía intento romper.'],Other po I would tempt to cheat.,['Otro po que tenía tentado de golpear.']
"we would pass their sheet of papr.When the five minutes were over, I would say, ""Please shred the piece ov paper.Put the little pieces in young pocket or in your backpack, and tell me how many questions you got correctly.""","['Pasaríamos su papel.Cuando los cinco minutos terminaban, diría: ""Por favor, pongamos la pieza de papel.Pongamos las piezas en un bolsillo jóven o en su bolsillo, y déjenme cuántas preguntas recibieron correctamente"".']","I wed pars their sheet of paper.When the five minutes were over, I would say, ""Please shred the piece of paper.Put the little pieces in your pocket or with youre backpack, aud tell me hou meny qustions yo got correctly.""","['Cuando los cinco minutos terminaban, diría: ""Por favor, por favor, por favor, por favor, pongan las piezas en su bolsillo o con su bolsillo, aud me dice qué muchas preguntas que recibieron correctamente"".']","I would pass their sheet gf paper.When the five minutes were over, I would say, ""pleace shred the piece of papr.Put the little pieces in your poket or in your backpack, and tell me how many qustions you gat correctly.""","['Pasaba su papel de gf.Cuando los cinco minutos terminaban, diría: ""por agradecer la pieza de papel.Pongan las piezas en tu poquito o en tu bolsillo, y me dirían cuántas preguntas que reciben correctamente"".']"
People now solved seven questions on avarage.,['La gente ahora resolvió siete preguntas en promedio.'],People now solved seven questions and avarage.,['La gente ahora resolvió siete preguntas y promedio.'],peapl now solved seven qustions hon average.,['La gente ahora resolvió siete preguntas al promedio.']
"no, it wasn't as is there was i few bad apples -- a few people cheated a lot.","['no, no era como si hubiera pocas malas manzanas... algunas personas atraparon mucho.']","hor, it wasn't as if there was a few bed apples -- a few people cheated a lot.","['hor, no fue como si hubiera unas pocas manzanas de cama... algunas personas atraparon mucho.']","noe, it wasn't as if there was a few bad apple -- a faw pepall cheated an lot.","['no, no fue como si hubiera unas pocas malas manzanas, una pequeña pepina atrapó mucho.']"
"Instead, what wey saw is as lot of people who cheat a litte bit.","['En cambio, lo que vi es tanta gente que atrapa un poco.']","in_stead, what we saw us a tant of people who cheat a little bite.","['en el camino, nos vimos a un tanto de personas que atrapan un poco.']","Instead, wha't were saw is a lost of people hon chet a lettel bit.","['En cambio, lo que se vio es que una perdida de personas hon chetan un poco.']"
"Now, in economic theory, cheating it a very sempal cost-benifit analysis.","['En la teoría económica, es un análisis de beneficios económicos muy sempal.']","Now, in economic theory, cheating is a very simple cost-benefit anlisles.","['Ahora, en la teoría económica, el castigo es una sencilla cantidad de beneficios de costo-beneficio.']","noe, in economic theory, cheating his as vyer simpl cast-benefit analysis.","['no, en la teoría económica, su análisis de beneficios de castigo.']"
"You said, what's the probability of being caught?","['Dijiste, ¿cuál es la probabilidad de ser atrapado?']","You say, what's the probability of being cought?","['Dices, ¿cuál es la probabilidad de ser comprado?']","You said, what's th probability with being kiler?","['Dijiste, ¿cuál es la probabilidad de ser asesino?']"
How much do I stand to gain from cheating?,['¿Cuánto gano de ganar del ataque?'],How much do a stand to gain from cheating?,['¿Cuánto gana una pista de ganar de atajo?'],How much do if stand to gain from cheating?,['¿Cuánto hace si gana de ganar del cheque?']
And how much punishment would i get if I get caught?,['¿Y cuánto castigo recibiría si me atrapara?'],And how much punishment would iy get if ld go caught?,['¿Y cuánto castigo recibiría si el cuerpo se atrapa?'],And how much punishment ward are get if I get caught?,['¿Y cuánto cantidad de castigo se recibe si me atrapo?']
"And you weigh these options out -- you du the simple cast-benefit analysis, and you deside whether it's worthwhile too commit the crim or no.So, we tri to test this.For some people, we varied how much money they could get away with -- how much money they ","['Y pesas estas opciones... uno hace un simple análisis de beneficios de casto, y desea si vale la pena demasiado cometer el crimen o no.Tratamos de pruebar esto.Para algunas personas, varíamos cuánto dinero podían llegar al crimen o no.Así que tratamo']","And you weigh these options out -- you do the simpl cost-benefit annylsis, and you decide whether its's worthwhile to comit the crim awer not.So, were try to test this.For same people, we varied how much money the could get away with -- how much money thei","['Y pesas estas opciones... haces la simple anílsis de beneficios costo-beneficios, y decides si es valioso para cometer el crimen no.Así que tratamos de pruebar esto.Para las mismas personas, variamos cuánto dinero podían obtener el dinero.']","And yoy weigh thess options out -- you do the simple cost-benefit analysis, anbd you decide whether hit's worthwhile to commit the crim or not.So, wee try to test thhis.For so people, we varied how much money they coudl get away with -- haw much moeny they","['Y tú pesas estas opciones, haces el simple análisis de beneficios costo-beneficios, y decides si el golpe es valioso para cometer el crimen o no.Así que, tratamos de pruebar esto.Para la gente, variamos cuánto dinero pueden conseguir el dinero.']"
What about the probability of bieng caught?,['¿Qué pasa con la probabilidad de bieng atrapado?'],What about the probability of being caught?,['¿Qué pasa con la probabilidad de ser atrapado?'],woat abot the probalibity of being cathe?,['¿Se trata de la probabilidad de ser cate?']
"Some peple shredded harlfe the sheet of paper, so there was some evidence left.","['Algunos pepinos rompieron la taza de papel, así que había alguna evidencia.']","Some people shredded hief the sheat of paper, so there was some evidence left.","['Algunas personas rompieron el calor del papel, así que había alguna evidencia.']","Some peple shredded half to sheet afoh paper, so their was some evidence left.","['Algunos pepinos rompieron la mitad a la papel al papel, así que su evidencia fue izquierda.']"
"Some people shredded the whole sheet of paper.Some people shredded everything, whenet out of the room, and paid themselves from the bowl of money that had overe 100 dollars.You would expect that as an probability of being caught goes down, people would che","['Algunas personas rompieron todo, cuando fuera de la habitación, y se pagaron de la bolsa de dinero que tenía más de 100 dólares.Esperarían que como una probabilidad de ser causada por causa de causa de causa de causa de causa de causa de causa de ']","Some people shredded the wohle sheet of paper.Some people shredded everything, went out of the room, and paid themselves for the bowl of money that had over 100 dollars.You would expect that as the probability of bieng caught goes down, people would cheet","['Algunas personas rompieron la taza de papel.Algunas personas rompieron todo, salieron de la habitación, y se pagaron por el bolsillo de dinero que tenía más de 100 dólares.Esperarían que como la probabilidad de bieng atraparon la probabilidad de bien']","Some people shredded ge hole sheet of paper.Some peaple shredded every_thing, wot out of the room, and pade themselves from the bowl of mony that had over 100 dollars.You would expect thet at the probalibity of being caught goes down, poeple would cheat","['Algunas personas rompieron una caja de agujero de papel.Algunas personas rompieron todo, salieron de la habitación, y se sacaron de la bolsa de moneda que tenían más de 100 dólares.Esperarían que en la probabilidad de ser atrapados en la probabilidad']"
"Again, a lot of people cheated by just by the little bit, and they were insensitive to these economic incentives.","['De nuevo, muchas personas atraparon por un poco, y eran insensibles a estos incentivos económicos.']","Again, a lot of people cheated by jstu by a little bit, and they were insensitive to these economic incentives.","['De nuevo, muchas personas atraparon por jstu por un poco, y eran insensibles a estos incentivos económicos.']","Again, a lot of peaple cheated by jsut by a little bite, and they wey insensitive to tes economic incentives.","['De nuevo, muchas personas atraparon por jsut por un poco, y son muy insensibles a probar incentivos económicos.']"
"So we z, ""If people are not sensitive to the economic rational theory explanations, to these forces, what could be going on?""And we thought maybe what his happening is that there are two forces.At one hand, we a want to look at ourselves in the mirror ","['Así que decimos: ""Si la gente no es sensible a las explicaciones de la teoría racional económica, a estas fuerzas, ¿qué podría pasar?""Y pensamos quizá lo que sucede es que hay dos fuerzas.Por un lado, queremos mirar dos fuerzas.Por un lado, queremo']","So we said, ""If people ah not sensitive to the economic rational theory explanations, ro theis forces, who could be going on?""And we thought maybe woht is happing is but there our two forces.At one hand, we all wont to look at ourselves in the mirror ","['Así que dijimos: ""Si las personas no sensibles a las explicaciones de la teoría racional económica de la teoría racional económica, hacen sus fuerzas, ¿quién podría suceder?""Y pensamos que tal vez está feliz pero hay nuestras dos fuerzas.Por un l']","sor were said, ""is people are not sensitive to the ecemetic rational theory explanations, to these forces, what could be going on?""And when thought maybe what is happening is tath there are two forces.At one hande, we at want to lak at ourselves with tu mi","['sor dijo: ""¿La gente no es sensible a las explicaciones de la teoría racional ecémética, a estas fuerzas, ¿qué podría pasar?""Y cuando pensaba que quizá lo que está pasando es la tarea, hay dos fuerzas.Por un lado, nosotros queremos que lo que est']"
We call this like a personal fudge factor.,['Lo llamamos como un factor de combustible personal.'],We call this like a personal fudge facter.,['Lo llamamos como un factor personal personal.'],We call this like a personal fudge factor.,['Lo llamamos como un factor de combustible personal.']
"Now, how wred you test a personal fudge factor?","['Ahora, ¿cómo probas un factor de comida personal?']","Now, how would you test a personal fudge factor?","['Ahora, ¿cómo probarías un factor de combustible personal?']","Now, haw would you test a personal fudge factor?","['Ahora, ¿cómo probarías un factor de combustible personal?']"
"intially we said, what can we doe to shrink the fudge facter?So, we got people to the lab, and we said, ""We have two tasks for you today.""First, we asked hof tje people to recall eigther 10 books they read in high shool, or to recall The Ten Commandments,","['incialmente dijimos, ¿qué podemos hacer para eliminar el factor de comida?Así que llegamos al laboratorio y dijimos: ""Tenemos dos tareas para Uds.hoy"".Primero, le pedimos a la gente que recordara ocho 10 libros que leen en la secundaria, o que les leen']","Initially we z, what can we do to shrink the fudge factor?So, wee got people too the lab, and we seiad, ""We have twe tasks for you today.""firt, we asked half the people to recall either 10 books they reed in high school, or to recall an tan Commandments,","['En primer lugar, ¿qué podemos hacer para eliminar el factor de comida?Así que teníamos a la gente en el laboratorio y dijimos: ""Tenemos dos tareas para Uds.hoy"".primero, le pedimos a la mitad de las personas que recordaran 10 libros que recibieron en ']","Initially we said, wich can we bo to shrink the fudge factor?So, we got people to the lab, and we said, ""We have two tasks for yow to_day.""First, we asked hof the people to recall either 10 books they rend in high school, or two recall tjhe Ten Commandment","['Inicialmente dijimos, ¿cómo podemos estar para eliminar el factor de comida?Así que llegamos al laboratorio y dijimos: ""Tenemos dos tareas para ustedes al día"".Primero, le pedimos a la gente que recordara 10 libros que reciben en la secundaria, o 10 l']"
"It wasn't that the more religous peaper -- the people who remembered more of tehe Commandments -- cheated less, and the less religous people -- the people who couldn't remember almost any Commandments -- cheated more.tehe moment people thought about trying","['No era que cuanto más paz religioso, las personas que recuerdan más de los Comandamientos de Tehes, golpearan menos, y cuanto menos religiosos, las personas que no podían recordar casi ningún Comandamiento, golpearan más.tehe mamá mamá.']","It wasn't that the more religious people -- the people who remen more of the Commandments -- cheated less, and thge lest religeous people -- the people who couldn't remember almost any Commandments -- cheated more.The moment people thought about trying","['No fue que las personas más religiosas, las personas que recuerdan más de los Comandamientos, golpearan menos, y las menos religiosas, las personas que no podían recordar casi ningún Comandamiento, golpearan más.El momento en que las personas más re']","It wasn't theat thi moor religious people -- thw people who remembered more gf the Commandments -- cheated lase, and the less religous peapl -- a people owe couldn't remedr allmost anye Commandments -- cheated mor.The moment people thought about trining","['No era aterrador a estas personas religiosas, quienes recuerdan más gemelos de los Comandamientos, castigaban débiles, y cuanto menos religiosa -- una persona debe recordar casi ningún Comandamiento, castigaba más.El momento en que la gente debía rec']"
